text,pos,total,pos_unique
"[peuple, chrétien, voit, deux, grandes, sœurs, regard, deux, grandes, sœurs]","['NOUN', 'ADJ', 'VERB', 'NUM', 'ADJ', 'NOUN', 'NOUN', 'NUM', 'ADJ', 'NOUN']",10,4
"[celle, droite, celle, gauche]","['PRON', 'ADJ', 'PRON', 'ADJ']",4,2
"[voit, quasiment, celle, milieu]","['VERB', 'ADV', 'PRON', 'NOUN']",4,4
"[petite, celle, va, encore, école]","['ADJ', 'PRON', 'VERB', 'ADV', 'NOUN']",5,5
[marche],['NOUN'],1,1
"[perdue, entre, jupes, sœurs]","['VERB', 'ADP', 'NOUN', 'ADJ']",4,4
"[croit, volontiers, deux, grandes, traînent, petite, main]","['VERB', 'ADV', 'NUM', 'ADJ', 'VERB', 'ADJ', 'NOUN']",7,5
[milieu],['NOUN'],1,1
"[entre, deux]","['ADP', 'NUM']",2,2
"[faire, faire, chemin, raboteux, salut]","['AUX', 'VERB', 'NOUN', 'ADJ', 'NOUN']",5,4
"[aveugles, voient, contraire]","['ADJ', 'VERB', 'NOUN']",3,3
"[milieu, entraîne, grandes, sœurs]","['NOUN', 'VERB', 'ADJ', 'NOUN']",4,3
"[sans, elles, rien]","['ADP', 'PRON', 'PRON']",3,2
"[deux, femmes, déjà, âgées]","['NUM', 'NOUN', 'ADV', 'ADJ']",4,4
"[deux, femmes, certain, âge]","['NUM', 'NOUN', 'ADJ', 'NOUN']",4,3
"[fripées, vie]","['ADJ', 'NOUN']",2,2
"[cette, petite, entraîne, tout]","['DET', 'ADJ', 'VERB', 'PRON']",4,4
"[car, foi, voit]","['CCONJ', 'NOUN', 'VERB']",3,3
[voit],['VERB'],1,1
"[charité, aime]","['NOUN', 'VERB']",2,2
[aime],['VERB'],1,1
"[foi, voit]","['NOUN', 'VERB']",2,2
"[temps, éternité]","['NOUN', 'NOUN']",2,1
"[espérance, voit]","['NOUN', 'VERB']",2,2
"[temps, éternité]","['NOUN', 'NOUN']",2,1
"[ainsi, dire, futur, éternité]","['ADV', 'VERB', 'ADJ', 'NOUN']",4,4
"[charité, aime]","['NOUN', 'VERB']",2,2
"[temps, éternité]","['NOUN', 'NOUN']",2,1
"[dieu, prochain]","['NOUN', 'ADJ']",2,2
"[comme, foi, voit]","['SCONJ', 'NOUN', 'VERB']",3,3
"[dieu, création]","['NOUN', 'NOUN']",2,1
"[espérance, aime]","['NOUN', 'VERB']",2,2
"[temps, éternité]","['NOUN', 'NOUN']",2,1
"[ainsi, dire, futur, éternité]","['ADV', 'VERB', 'ADJ', 'NOUN']",4,4
"[espérance, voit, encore]","['NOUN', 'VERB', 'ADV']",3,3
"[aime, encore]","['VERB', 'ADV']",2,2
"[futur, temps, éternité]","['ADJ', 'NOUN', 'NOUN']",3,2
"[chemin, montant, sablonneux, malaisé]","['NOUN', 'ADJ', 'ADJ', 'VERB']",4,3
"[route, montante]","['NOUN', 'ADJ']",2,2
"[traînée, pendue, bras, deux, grandes, sœurs]","['NOUN', 'VERB', 'NOUN', 'NUM', 'ADJ', 'NOUN']",6,4
"[tiennent, main]","['VERB', 'NOUN']",2,2
"[petite, espérance]","['ADJ', 'NOUN']",2,2
[avance],['VERB'],1,1
"[milieu, entre, deux, grandes, sœurs, air, laisser, traîner]","['NOUN', 'ADP', 'NUM', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'VERB']",8,5
"[comme, enfant, force, marcher]","['ADP', 'NOUN', 'NOUN', 'VERB']",4,3
"[traînerait, cette, route, malgré]","['VERB', 'DET', 'NOUN', 'ADP']",4,4
"[réalité, fait, marcher, deux, autres]","['NOUN', 'AUX', 'VERB', 'NUM', 'ADJ']",5,5
[traîne],['NOUN'],1,1
"[fait, marcher, tout, monde]","['AUX', 'VERB', 'ADJ', 'NOUN']",4,4
[traîne],['NOUN'],1,1
"[car, travaille, jamais, enfants]","['CCONJ', 'VERB', 'ADV', 'NOUN']",4,4
