text,pos,total,pos_unique
"[père, contemplait, regard, paternel]","['NOUN', 'VERB', 'NOUN', 'ADJ']",4,3
"[monde, coin, bois, jeté, comme, gros, bourg]","['NOUN', 'ADJ', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN']",7,4
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, temps, âge]","['VERB', 'NOUN', 'NOUN']",3,2
"[père, considérait, regard, paternel]","['NOUN', 'VERB', 'ADJ', 'ADJ']",4,3
"[monde, circonscrit, ainsi, beau, village]","['NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN']",5,3
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, tour, retour]","['VERB', 'NOUN', 'NOUN']",3,2
"[père, contemplait, regard, paternel]","['NOUN', 'VERB', 'NOUN', 'ADJ']",4,3
"[monde, rassemblé, comme, énorme, bourg]","['NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN']",5,4
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, temps, année]","['VERB', 'NOUN', 'NOUN']",3,2
"[immuable, voyait, regard, paternel]","['ADJ', 'VERB', 'NOUN', 'ADJ']",4,3
"[passer, parmi, sœurs, saison, couronnée]","['VERB', 'ADP', 'NOUN', 'NOUN', 'VERB']",5,3
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, temps, lieu]","['VERB', 'NOUN', 'NOUN']",3,2
"[calme, laissant, descendre, regard, paternel]","['ADJ', 'VERB', 'VERB', 'NOUN', 'ADJ']",5,3
"[voyait, reflet, dieu]","['VERB', 'NOUN', 'ADJ']",3,3
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, temps, lieu]","['VERB', 'NOUN', 'NOUN']",3,2
"[calme, laissant, tomber, regard, paternel]","['ADJ', 'VERB', 'VERB', 'NOUN', 'ADJ']",5,3
"[voyait, image, dieu]","['VERB', 'NOUN', 'NOUN']",3,2
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, temps, espace]","['VERB', 'NOUN', 'NOUN']",3,2
"[père, considérait, regard, paternel]","['NOUN', 'VERB', 'ADJ', 'ADJ']",4,3
"[monde, éphémère, passe]","['NOUN', 'ADJ', 'VERB']",3,3
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, monde, dit, oui]","['VERB', 'NOUN', 'VERB', 'NOUN']",4,2
"[fleuriste, regardait, regard, paternel]","['ADJ', 'AUX', 'NOUN', 'ADJ']",4,3
"[épanouissement, monde, épanoui]","['NOUN', 'NOUN', 'ADJ']",3,2
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, espace, étendu]","['VERB', 'NOUN', 'VERB']",3,2
"[fixe, considérait, regard, paternel]","['VERB', 'VERB', 'ADJ', 'ADJ']",4,2
"[évanouissement, monde, détendu]","['NOUN', 'NOUN', 'ADJ']",3,2
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, jeux, jeune, âge]","['VERB', 'NOUN', 'ADJ', 'NOUN']",4,3
"[calme, laissant, poser, regard, paternel]","['ADJ', 'VERB', 'VERB', 'NOUN', 'ADJ']",5,3
"[considérait, homme, image]","['VERB', 'NOUN', 'NOUN']",3,2
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, vœux, jeune, âge]","['VERB', 'NOUN', 'ADJ', 'NOUN']",4,3
"[provident, voyait, regard, paternel]","['VERB', 'VERB', 'NOUN', 'ADJ']",4,3
"[monde, dresser, cet, appareillage]","['NOUN', 'VERB', 'DET', 'NOUN']",4,3
"[dieu, lui-même, jeune, ensemble, éternel]","['NOUN', 'DET', 'ADJ', 'NOUN', 'ADJ']",5,3
"[regardait, enfants, premier, âge]","['VERB', 'NOUN', 'ADJ', 'NOUN']",4,3
"[intègre, regardait, regard, paternel]","['VERB', 'VERB', 'NOUN', 'ADJ']",4,3
"[monde, appareiller, long, beau, rivage]","['NOUN', 'VERB', 'ADJ', 'ADJ', 'NOUN']",5,3
